556457,,5/22/2008,5.35734E+11,,
Account Sale History,556461,Warranty Deed (JT) ,"$250,000.00 ",Section: 6 Township: 36 Range: 15,
556461,,5/14/2008,5.60906E+11,,
Account Sale History,556591,Warranty Deed (JT) ,"$322,500.00 ",Section: 17 Township: 37 Range: 15 Subdivision: ADAMS L...,
556591,,5/30/2008,5.3592E+11,,
Account Sale History,556604,Warranty Deed (JT) ,"$195,000.00 ",Quarter: SE/4 Section: 27 Township: 36 Range: 16 Subdiv...,
556604,,5/30/2008,5.61127E+11,,
Account Sale History,556700,Warranty Deed (JT) ,"$80,000.00 ",Quarter: SW/4 Section: 31 Township: 37 Range: 15 Subdiv...,
556700,,5/30/2008,5.35931E+11,,
Account Sale History,556798,Warranty Deed (JT) ,"$335,000.00 ",Quarter: NE/4 Section: 21 Township: 37 Range: 17,
556798,,6/9/2008,5.35521E+11,,
Account Sale History,556968,Warranty Deed (JT) ,"$299,900.00 ",Quarter: NE/4 Section: 33 Township: 36 Range: 18,
556968,,6/16/2008,5.61533E+11,,
Account Sale History,557034,Warranty Deed (JT) ,"$120,000.00 ",Quarter: SE/4 Section: 25 Township: 38 Range: 17,
557034,,6/18/2008,5.34125E+11,,
Account Sale History,557081,Warranty Deed (JT) ,"$78,900.00 ",Section: 9 Township: 36 Range: 16,
557081,,6/20/2008,5.61109E+11,,
Account Sale History,557091,Warranty Deed (JT) ,"$60,000.00 ",Sixteenth: SE/4 Quarter: NE/4 Section: 31 Township: 35 R...,
557091,,6/20/2008,5.63731E+11,,
Account Sale History,557137,Warranty Deed (JT) ,"$40,100.00 ",Quarter: NW/4 Section: 24 Township: 36 Range: 16 Subdiv...,
557137,,2/18/2008,5.61124E+11,,
Account Sale History,557145,Warranty Deed (JT) ,"$315,000.00 ",Section: 2 Township: 36 Range: 16,
557145,,6/24/2008,5.61102E+11,,
Account Sale History,557211,Warranty Deed (JT) ,"$219,000.00 ",Quarter: NW/4 Section: 16 Township: 36 Range: 15,
557211,,6/26/2008,5.60916E+11,,
Account Sale History,557225,Warranty Deed (JT) ,"$196,900.00 ",Section: 13 Township: 36 Range: 17 Subdivision: FOURWIN...,
557225,,6/26/2008,5.61313E+11,,
Account Sale History,557264,Warranty Deed (JT) ,"$165,000.00 ",Quarter: NW/4 Section: 28 Township: 36 Range: 13 Subdiv...,
557264,,6/27/2008,5.60528E+11,,
Account Sale History,557266,Warranty Deed (JT) ,"$288,000.00 ",Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv...,
557266,,6/27/2008,5.61124E+11,,
Account Sale History,557305,Warranty Deed (JT) ,"$182,000.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
557305,,6/30/2008,5.61135E+11,,
Account Sale History,557344,Warranty Deed (JT) ,"$185,000.00 ",Quarter: SE/4 Section: 34 Township: 37 Range: 14,
557344,,7/2/2008,5.36134E+11,,
Account Sale History,557427,Warranty Deed ,"$150,000.00 ",Quarter: SE/4 Section: 16 Township: 36 Range: 16,
557427,,7/8/2008,5.61116E+11,,
Account Sale History,557458,Warranty Deed (JT) ,"$158,000.00 ",Quarter: SW/4 Section: 34 Township: 37 Range: 16 Subdiv...,
557458,,7/10/2008,5.35734E+11,,
Account Sale History,557544,Warranty Deed ,"$225,000.00 ",Quarter: NE/4 Section: 31 Township: 37 Range: 15,
557544,,7/15/2008,5.35931E+11,,
Account Sale History,557563,Warranty Deed (JT) ,"$305,000.00 ",Quarter: SE/4 Section: 17 Township: 36 Range: 15,
557563,,7/15/2008,5.60917E+11,,
Account Sale History,557610,Warranty Deed (JT) ,"$45,900.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
557610,,7/17/2008,5.61135E+11,,
Account Sale History,557611,Warranty Deed ,"$184,900.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
557611,,7/17/2008,5.61135E+11,,
Account Sale History,557645,Warranty Deed (JT) ,"$200,000.00 ",Quarter: SW/4 Section: 12 Township: 37 Range: 15,
557645,,6/30/2008,5.35912E+11,,
Account Sale History,557684,Warranty Deed ,"$485,000.00 ",Quarter: SW/4 Section: 31 Township: 37 Range: 16,
557684,,7/15/2008,5.35731E+11,,
Account Sale History,557705,Warranty Deed (JT) ,"$70,000.00 ",Quarter: NE Section: 26 Township: 36 Range: 16,
557705,,7/23/2008,5.61126E+11,,
Account Sale History,557726,Warranty Deed (JT) ,"$143,000.00 ",Quarter: NW/4 Section: 28 Township: 36 Range: 13 Subdiv...,
557726,,7/23/2008,5.60528E+11,,
Account Sale History,557813,Warranty Deed (JT) ,"$169,000.00 ",Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv...,
557813,,7/28/2008,5.61125E+11,,
Account Sale History,557820,Warranty Deed ,"$275,300.00 ",Section: 7 Township: 37 Range: 16,
557820,,7/29/2008,5.35707E+11,,
Account Sale History,557879,Warranty Deed ,"$330,000.00 ",Sixteenth: SE Quarter: NE/4 Section: 36 Township: 36 Ran...,
557879,,7/30/2008,5.60736E+11,,
Account Sale History,557883,Warranty Deed ,"$171,000.00 ",Quarter: NW/4 Section: 17 Township: 36 Range: 16,
557883,,7/30/2008,5.61117E+11,,
Account Sale History,557886,Warranty Deed (JT) ,"$150,000.00 ",Quarter: SE/4 Section: 30 Township: 35 Range: 16 Subdiv...,
557886,,7/31/2008,5.6373E+11,,
Account Sale History,557936,Warranty Deed ,"$240,000.00 ",Quarter: NE/4 Section: 21 Township: 38 Range: 17 Subdiv...,
557936,,7/31/2008,5.34121E+11,,
Account Sale History,557958,Warranty Deed (JT) ,"$107,500.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
557958,,7/31/2008,5.61135E+11,,
Account Sale History,557972,Warranty Deed ,"$232,000.00 ",Section: 1 Township: 35 Range: 16 TR IN SE1/4NW1/4 5A ...,
557972,,8/1/2008,5.63701E+11,,
Account Sale History,557986,Warranty Deed ,"$45,000.00 ",Quarter: NW/4 Section: 13 Township: 36 Range: 17 Subdiv...,
557986,,7/31/2008,5.61313E+11,,
Account Sale History,558016,Personal Rep's Deed ,"$120,000.00 ",Quarter: NW/4 Section: 30 Township: 35 Range: 16 Subdiv...,
558016,,8/5/2008,5.6373E+11,,
Account Sale History,558040,Warranty Deed (JT) ,"$138,500.00 ",Quarter: NW/4 Section: 30 Township: 36 Range: 15 Subdiv...,
558040,,8/6/2008,5.6093E+11,,
Account Sale History,558077,Warranty Deed ,"$150,000.00 ",Quarter: SE/4 Section: 36 Township: 38 Range: 17,
558077,,8/7/2008,5.34136E+11,,
Account Sale History,558098,Warranty Deed ,"$112,000.00 ",Quarter: NE/4 Section: 15 Township: 35 Range: 16 Subdiv...,
558098,,8/8/2008,5.63715E+11,,
Account Sale History,558137,Warranty Deed ,"$20,000.00 ",Sixteenth: NW Quarter: SW/4 Section: 10 Township: 35 Ran...,
558137,,8/11/2008,5.6371E+11,,
Account Sale History,558168,Warranty Deed ,"$260,000.00 ",Quarter: NE/4 Section: 16 Township: 37 Range: 15 Subdiv...,
558168,,8/12/2008,5.35916E+11,,
Account Sale History,558236,Warranty Deed ,"$15,000.00 ",Sixteenth: SE Quarter: NW Section: 4 Township: 35 Range:...,
558236,,8/5/2008,5.64904E+11,,
Account Sale History,558384,Warranty Deed (JT) ,"$265,000.00 ",Quarter: NE/4 Section: 10 Township: 35 Range: 16 Subdiv...,
558384,,8/22/2008,5.6371E+11,,
Account Sale History,558396,Warranty Deed ,"$197,500.00 ",Quarter: NE/4 Section: 34 Township: 36 Range: 16,
558396,,7/22/2008,5.61134E+11,,
Account Sale History,558397,Warranty Deed ,"$197,500.00 ",Quarter: NE/4 Section: 34 Township: 36 Range: 16,
558397,,8/25/2008,5.61134E+11,,
Account Sale History,558431,Warranty Deed ,"$75,000.00 ",Quarter: NW/4 Section: 26 Township: 36 Range: 13,
558431,,8/27/2008,5.60526E+11,,
Account Sale History,558530,Warranty Deed (JT) ,"$184,000.00 ",Quarter: NE/4 Section: 13 Township: 37 Range: 15 Subdiv...,
558530,,8/29/2008,5.35713E+11,,
Account Sale History,558533,Warranty Deed ,"$155,000.00 ",Section: 8 Township: 38 Range: 17,
558533,,8/29/2008,5.34108E+11,,
Account Sale History,558570,Warranty Deed ,"$25,000.00 ",Quarter: NW/4 Section: 15 Township: 36 Range: 16,
558570,,9/3/2008,5.61115E+11,,
Account Sale History,558599,Warranty Deed (JT) ,"$34,200.00 ",Quarter: NE/4 Section: 34 Township: 36 Range: 16,
558599,,9/5/2008,5.61134E+11,,
Account Sale History,558612,Warranty Deed (JT) ,"$275,000.00 ",Section: 6 Township: 36 Range: 15,
558612,,9/5/2008,5.60906E+11,,
Account Sale History,558614,Warranty Deed ,"$300,000.00 ",Section: 7 Township: 36 Range: 15,
558614,,9/8/2008,5.60907E+11,,
Account Sale History,558678,Warranty Deed ,"$148,000.00 ",Quarter: NE/4 Section: 26 Township: 36 Range: 16,
558678,,9/10/2008,5.61126E+11,,
Account Sale History,558796,Warranty Deed (JT) ,"$265,000.00 ",Quarter: NW/4 Section: 21 Township: 37 Range: 16,
558796,,9/16/2008,5.35721E+11,,
Account Sale History,558886,Warranty Deed (JT) ,"$118,000.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
558886,,9/19/2008,5.61135E+11,,
Account Sale History,559125,Warranty Deed ,"$186,800.00 ",Quarter: SE/4 Section: 10 Township: 37 Range: 15 Subdiv...,
559125,,9/25/2008,5.3591E+11,,
Account Sale History,559136,Warranty Deed ,"$215,000.00 ",Quarter: NE/4 Section: 10 Township: 35 Range: 16 Subdiv...,
559136,,9/29/2008,5.6371E+11,,
Account Sale History,559141,Warranty Deed (JT) ,"$152,300.00 ",Quarter: SE/4 Section: 15 Township: 38 Range: 14 Subdiv...,
559141,,9/29/2008,5.33515E+11,,
Account Sale History,559154,Warranty Deed ,"$260,000.00 ",Quarter: NE/4 Section: 15 Township: 36 Range: 13,
559154,,9/29/2008,5.60515E+11,,
Account Sale History,559344,Warranty Deed ,"$100,000.00 ",Quarter: SW/4 Section: 26 Township: 37 Range: 15,
559344,,10/9/2008,5.35926E+11,,
Account Sale History,559392,Warranty Deed ,"$247,900.00 ",0 Subdivision: FLYING ROGUE RANCH Lot: 13A,
559392,,10/6/2008,5.60704E+11,,
Account Sale History,559607,Special Warranty Deed ,"$313,000.00 ",Quarter: NE/4 Section: 26 Township: 36 Range: 16 Subdiv...,
559607,,10/22/2008,5.61126E+11,,
Account Sale History,559896,Warranty Deed (JT) ,"$25,000.00 ",0 Subdivision: SAN JUAN PARK Block: 10 Lot: 6,
559896,,11/3/2008,5.61124E+11,,
Account Sale History,559970,Warranty Deed (JT) ,"$145,000.00 ",Quarter: NW/4 Section: 22 Township: 36 Range: 16,
559970,,11/7/2008,5.61122E+11,,
Account Sale History,560010,Warranty Deed ,"$329,000.00 ",Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv...,
560010,,11/12/2008,5.61124E+11,,
Account Sale History,560027,Warranty Deed ,"$254,900.00 ",Quarter: NW/4 Section: 24 Township: 37 Range: 17 Subdiv...,
560027,,11/14/2008,5.35524E+11,,
Account Sale History,560213,Warranty Deed (JT) doc fee ,"$75,000.00 ",Section: 6 Township: 36 Range: 16,
560213,,11/25/2008,5.61106E+11,,
Account Sale History,560290,Warranty Deed (JT) ,"$280,000.00 ",Section: 9 Township: 36 Range: 16 Subdivision: TULAROSA...,
560290,,11/26/2008,5.61109E+11,,
Account Sale History,560338,Warranty Deed (JT) ,"$375,000.00 ",Section: 2 Township: 36 Range: 16 Subdivision: MILDRED ...,
560338,,12/1/2008,5.61102E+11,,
Account Sale History,560387,Warranty Deed ,"$157,200.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
560387,,12/3/2008,5.61135E+11,,
Account Sale History,560432,Warranty Deed (doc fee) ,"$150,000.00 ",Section: 8 Township: 37 Range: 16 Subdivision: CAROL EV...,
560432,,12/5/2008,5.35708E+11,,
Account Sale History,560464,Special Warranty Deed ,"$90,000.00 ",Sixteenth: NE/4 Quarter: NE/4 Section: 16 Township: 37 R...,
560464,,11/4/2008,5.35916E+11,,
Account Sale History,560517,Warranty Deed ,"$65,700.00 ",Section: 2 Township: 36 Range: 16 Subdivision: LEBANON ...,
560517,,12/12/2008,5.61102E+11,,
Account Sale History,560579,Warranty Deed ,"$129,000.00 ",Quarter: NE/4 Section: 34 Township: 36 Range: 16 TR 100...,
560579,,12/16/2008,5.61134E+11,,
Account Sale History,560600,Warranty Deed (JT) ,"$70,000.00 ",Quarter: NW/4 Section: 25 Township: 37 Range: 15,
560600,,12/18/2008,5.35925E+11,,
Account Sale History,560602,Warranty Deed (JT) ,"$210,000.00 ",Quarter: NE/4 Section: 28 Township: 36 Range: 13,
560602,,12/19/2008,5.60528E+11,,
Account Sale History,560627,Warranty Deed ,"$335,000.00 ",Section: 6 Township: 36 Range: 15,
560627,,12/19/2008,5.60906E+11,,
Account Sale History,560779,Warranty Deed ,"$264,000.00 ",Quarter: SE/4 Section: 30 Township: 36 Range: 16 Subdiv...,
560779,,12/30/2008,5.6373E+11,,
Account Sale History,560830,Warranty Deed ,"$40,800.00 ",Section: 1 Township: 36 Range: 15,
560830,,12/18/2008,5.60901E+11,,
Account Sale History,560909,Warranty Deed ,"$210,000.00 ",Quarter: NE/4 Section: 17 Township: 36 Range: 16,
560909,,12/4/2008,5.61117E+11,,
Account Sale History,561024,Warranty Deed ,"$192,000.00 ",Quarter: SE/4 Section: 34 Township: 36 Range: 16,
561024,,1/14/2009,5.61134E+11,,
Account Sale History,561061,Warranty Deed ,"$277,500.00 ",Section: 1 Township: 36 Range: 16 Subdivision: SCHWARZK...,
561061,,1/15/2009,5.61101E+11,,
Account Sale History,561141,Special Warranty Deed ,"$140,000.00 ",Quarter: NE/4 Section: 28 Township: 36 Range: 13,
561141,,1/16/2009,5.60528E+11,,
Account Sale History,561191,Warranty Deed ,"$200,000.00 ",Section: 19 Township: 37 Range: 15,
561191,,1/22/2009,5.35919E+11,,
Account Sale History,561322,Warranty Deed ,"$375,000.00 ",Quarter: SW/4 Section: 24 Township: 36 Range: 14,
561322,,2/2/2009,5.60724E+11,,
Account Sale History,561507,Warranty Deed ,"$56,000.00 ",Section: 3 Township: 36 Range: 15,
561507,,9/2/2008,5.60903E+11,,
Account Sale History,561537,Warranty Deed ,"$343,500.00 ",Quarter: SE/4 Section: 33 Township: 36 Range: 17,
561537,,2/9/2009,5.61333E+11,,
Account Sale History,561578,Warranty Deed ,"$300,000.00 ",Quarter: SW/4 Section: 31 Township: 37 Range: 16 Subdiv...,
561578,,11/13/2008,5.35731E+11,,
Account Sale History,561657,Warranty Deed ,"$80,000.00 ",Section: 16 Township: 37 Range: 15,
561657,,2/13/2009,5.35916E+11,,
Account Sale History,561709,Warranty Deed (JT) ,"$125,200.00 ",Section: 5 Township: 35 Range: 16 Subdivision: VALLEY V...,
561709,,2/17/2009,5.63704E+11,,
Account Sale History,561735,Warranty Deed ,"$258,000.00 ",Quarter: NE/4 Section: 29 Township: 36 Range: 14 Subdiv...,
561735,,2/19/2009,5.60729E+11,,
Account Sale History,561832,Warranty Deed ,"$142,500.00 ",Quarter: NW/4 Section: 30 Township: 35 Range: 16 Subdiv...,
561832,,2/23/2009,5.6373E+11,,
Account Sale History,561863,Warranty Deed ,"$50,000.00 ",Quarter: NW/4 Section: 11 Township: 38 Range: 18,
561863,,2/25/2009,5.34311E+11,,
Account Sale History,561959,Warranty Deed ,"$46,000.00 ",Quarter: NW Section: 4 Township: 35 Range: 16 Subdivisi...,
561959,,3/2/2009,5.63704E+11,,
Account Sale History,562104,Warranty Deed (JT) ,"$165,000.00 ",Section: 29 Township: 38 Range: 16,
562104,,3/6/2009,5.33929E+11,,
Account Sale History,562261,Warranty Deed (JT) ,"$100,000.00 ",Quarter: NW/4 Section: 16 Township: 35 Range: 16,
562261,,3/16/2009,5.63716E+11,,
Account Sale History,562273,Warranty Deed ,"$245,000.00 ",Section: 24 Township: 36 Range: 16,
562273,,3/16/2009,5.61124E+11,,
Account Sale History,562327,Warranty Deed ,"$157,000.00 ",Section: 26 Township: 36 Range: 16,
562327,,3/20/2009,5.61126E+11,,
Account Sale History,562476,Warranty Deed ,"$60,000.00 ",Quarter: NW/4 Section: 11 Township: 38 Range: 18,
562476,,3/26/2009,5.34311E+11,,
Account Sale History,562514,Warranty Deed (doc fee) ,"$96,000.00 ",Section: 11 Township: 36 Range: 16,
562514,,3/27/2009,5.61111E+11,,
Account Sale History,562536,Warranty Deed (JT) ,"$68,500.00 ",Quarter: NE/4 Section: 28 Township: 36 Range: 14 Subdiv...,
562536,,3/30/2009,5.60728E+11,,
Account Sale History,562667,Warranty Deed ,"$320,000.00 ",Quarter: NW/4 Section: 28 Township: 37 Range: 14 Subdiv...,
562667,,4/1/2009,5.36128E+11,,
Account Sale History,562669,Warranty Deed (JT) ,"$141,500.00 ",Section: 33 Township: 36 Range: 13,
562669,,3/19/2009,5.60533E+11,,
Account Sale History,562762,Warranty Deed (JT) ,"$200,000.00 ",Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv...,
562762,,4/6/2009,5.61124E+11,,
Account Sale History,562774,Warranty Deed ,"$109,000.00 ",Section: 5 Township: 35 Range: 13,
562774,,4/9/2009,5.64905E+11,,
Account Sale History,562921,Warranty Deed ,"$217,500.00 ",Section: 8 Township: 36 Range: 16,
562921,,4/15/2009,5.61108E+11,,
Account Sale History,562972,Warranty Deed ,"$149,900.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
562972,,4/17/2009,5.61135E+11,,
Account Sale History,563241,Warranty Deed ,"$170,000.00 ",Section: 28 Township: 36 Range: 13,
563241,,4/29/2009,5.60528E+11,,
Account Sale History,563380,Warranty Deed (JT) ,"$250,000.00 ",Quarter: NW/4 Section: 31 Township: 37 Range: 15 Subdiv...,
563380,,5/4/2009,5.35931E+11,,
Account Sale History,563429,Warranty Deed (JT) ,"$75,000.00 ",Quarter: SW/4 Section: 36 Township: 39 Range: 14,
563429,,5/7/2009,5.07936E+11,,
Account Sale History,563480,Warranty Deed (JT) ,"$30,000.00 ",Section: 6 Township: 38 Range: 17,
563480,,5/8/2009,5.34106E+11,,
Account Sale History,563594,Warranty Deed (JT) ,"$45,000.00 ",Section: 26 Township: 36 Range: 16,
563594,,5/13/2009,5.61126E+11,,
Account Sale History,563729,Warranty Deed ,"$65,000.00 ",0 Subdivision: SCHWARZKOPF ACRES 5 LOT MODERATE Lot: A,
563729,,5/18/2009,5.61101E+11,,
Account Sale History,563796,Warranty Deed (JT) ,"$78,000.00 ",Section: 8 Township: 37 Range: 16 Subdivision: DAKOTAS ...,
563796,,5/21/2009,5.35708E+11,,
Account Sale History,563863,Warranty Deed ,"$165,500.00 ",Quarter: NW Section: 4 Township: 35 Range: 16 Subdivisi...,
563863,,5/22/2009,5.63704E+11,,
Account Sale History,563865,Warranty Deed (JT) ,"$55,000.00 ",Quarter: NW/4 Section: 13 Township: 36 Range: 17,
563865,,5/23/2009,5.61313E+11,,
Account Sale History,563925,Warranty Deed (JT) ,"$295,000.00 ",Quarter: SE/4 Section: 17 Township: 38 Range: 17,
563925,,5/22/2009,5.34117E+11,,
Account Sale History,563925,Warranty Deed (JT) ,"$295,000.00 ",Quarter: SE/4 Section: 17 Township: 38 Range: 17,
563925,,5/22/2009,5.34117E+11,,
