"","SiteKey","PlotKey","LineKey","Species","cover","cover2","coverCount","coverPercent","coverPercent2","LineID","PlotID","SiteID"
"215",1508051017182311,1508051100345780,"1508051100403159","MAVU",0,0,0,0,0,"2","TR01","TR"
"216",1508051017182311,1508051100345780,"1508051100403159","LEMO3",0,0,0,0,0,"2","TR01","TR"
"217",1508051017182311,1508051100345780,"1508051100403159","VUOC",0,0,0,0,0,"2","TR01","TR"
"218",1508051017182311,1508051100345780,"1508051100403159","ELEL5",3,0,3,0.06,6,"2","TR01","TR"
"219",1508051017182311,1508051100345780,"1508051100403159","COWRW",0,0,0,0,0,"2","TR01","TR"
"220",1508051017182311,1508051100345780,"1508051100403159","PHRE9",0,0,0,0,0,"2","TR01","TR"
"221",1508051017182311,1508051100345780,"1508051100403159","OECA10",0,0,0,0,0,"2","TR01","TR"
"222",1508051017182311,1508051100345780,"1508051100403159","DEPI",0,0,0,0,0,"2","TR01","TR"
"223",1508051017182311,1508051100345780,"1508051100403159","ERIGE2",0,0,0,0,0,"2","TR01","TR"
"224",1508051017182311,1508051100345780,"1508051100403159","PASM",0,0,0,0,0,"2","TR01","TR"
"225",1508051017182311,1508051100345780,"1508051100403159","ERLO4",0,0,0,0,0,"2","TR01","TR"
"226",1508051017182311,1508051100345780,"1508051100403159","PIDE4",0,0,0,0,0,"2","TR01","TR"
"227",1508051017182311,1508051100345780,"1508051100403159","WL",0,0,0,0,0,"2","TR01","TR"
"228",1508051017182311,1508051100345780,"1508051100403159","PEBR9",0,0,0,0,0,"2","TR01","TR"
"229",1508051017182311,1508051100345780,"1508051100403159","TRDU",0,0,0,0,0,"2","TR01","TR"
"230",1508051017182311,1508051100345780,"1508051100403159","PAMU11",0,0,0,0,0,"2","TR01","TR"
"231",1508051017182311,1508051100345780,"1508051100403159","ACHY",3,0,3,0.06,6,"2","TR01","TR"
"232",1508051017182311,1508051100345780,"1508051100403159","SAVE4",0,0,0,0,0,"2","TR01","TR"
"233",1508051017182311,1508051100345780,"1508051100403159","KRLA2",0,0,0,0,0,"2","TR01","TR"
"234",1508051017182311,1508051100345780,"1508051100403159","JUOS",0,0,0,0,0,"2","TR01","TR"
"235",1508051017182311,1508051100345780,"1508051100403159","S",0,0,0,0,0,"2","TR01","TR"
"236",1508051017182311,1508051100345780,"1508051100403159","ERCO27",0,0,0,0,0,"2","TR01","TR"
"237",1508051017182311,1508051022469291,"1508051026338261","HECO26",0,0,0,0,0,"1","TR02","TR"
"238",1508051017182311,1508051022469291,"1508051026338261","ASTRA01",0,0,0,0,0,"1","TR02","TR"
"239",1508051017182311,1508051022469291,"1508051026338261","PAMU11",0,0,0,0,0,"1","TR02","TR"
"240",1508051017182311,1508051022469291,"1508051026338261","SPCR",0,0,0,0,0,"1","TR02","TR"
"241",1508051017182311,1508051022469291,"1508051026338261","KRLA2",0,0,0,0,0,"1","TR02","TR"
"242",1508051017182311,1508051022469291,"1508051026338261","BOGR2",0,0,0,0,0,"1","TR02","TR"
"243",1508051017182311,1508051022469291,"1508051026338261","THAU3",0,0,0,0,0,"1","TR02","TR"
"244",1508051017182311,1508051022469291,"1508051026338261","UNKM",0,0,0,0,0,"1","TR02","TR"
"245",1508051017182311,1508051022469291,"1508051026338261","SPCO",4,0,4,0.08,8,"1","TR02","TR"
"246",1508051017182311,1508051022469291,"1508051026338261","ARPU9",0,0,0,0,0,"1","TR02","TR"
"247",1508051017182311,1508051022469291,"1508051026338261","POFE",0,0,0,0,0,"1","TR02","TR"
"248",1508051017182311,1508051022469291,"1508051026338261","LARE",0,0,0,0,0,"1","TR02","TR"
"249",1508051017182311,1508051022469291,"1508051026338261","PASM",0,0,0,0,0,"1","TR02","TR"
"250",1508051017182311,1508051022469291,"1508051026338261","TRDU",0,0,0,0,0,"1","TR02","TR"
"251",1508051017182311,1508051022469291,"1508051026338261","ACHY",3,0,3,0.06,6,"1","TR02","TR"
"252",1508051017182311,1508051022469291,"1508051026338261","OPPO",0,0,0,0,0,"1","TR02","TR"
"253",1508051017182311,1508051022469291,"1508051026338261","COWRW",0,0,0,0,0,"1","TR02","TR"
"254",1508051017182311,1508051022469291,"1508051026338261","LEMO2",0,0,0,0,0,"1","TR02","TR"
"255",1508051017182311,1508051022469291,"1508051026338261","MAPI",0,0,0,0,0,"1","TR02","TR"
"256",1508051017182311,1508051022469291,"1508051026334660","LEMO3",0,0,0,0,0,"3","TR02","TR"
"257",1508051017182311,1508051022469291,"1508051026334660","CRMI",0,0,0,0,0,"3","TR02","TR"
"258",1508051017182311,1508051022469291,"1508051026334660","ERPU9",0,0,0,0,0,"3","TR02","TR"
"259",1508051017182311,1508051022469291,"1508051026334660","OECA10",0,0,0,0,0,"3","TR02","TR"
"260",1508051017182311,1508051022469291,"1508051026334660","S",0,0,0,0,0,"3","TR02","TR"
"261",1508051017182311,1508051022469291,"1508051026334660","MAVU",0,0,0,0,0,"3","TR02","TR"
"262",1508051017182311,1508051022469291,"1508051026334660","CHVI8",0,0,0,0,0,"3","TR02","TR"
"263",1508051017182311,1508051022469291,"1508051026334660","DRCU",0,0,0,0,0,"3","TR02","TR"
"264",1508051017182311,1508051022469291,"1508051026334660","ORFA",0,0,0,0,0,"3","TR02","TR"
"265",1508051017182311,1508051022469291,"1508051026334660","PASM",0,0,0,0,0,"3","TR02","TR"
"266",1508051017182311,1508051022469291,"1508051026334660","PEPU7",0,0,0,0,0,"3","TR02","TR"
"267",1508051017182311,1508051022469291,"1508051026334660","UNKM",0,0,0,0,0,"3","TR02","TR"
"268",1508051017182311,1508051022469291,"1508051026334660","None",8,0,8,0.16,16,"3","TR02","TR"
"269",1508051017182311,1508051022469291,"1508051026334660","PEBR9",0,0,0,0,0,"3","TR02","TR"
"270",1508051017182311,1508051022469291,"1508051026334660","CHDE2",0,0,0,0,0,"3","TR02","TR"
"271",1508051017182311,1508051022469291,"1508051026334660","BUNKF01",0,0,0,0,0,"3","TR02","TR"
"272",1508051017182311,1508051022469291,"1508051026334660","PAMU11",0,0,0,0,0,"3","TR02","TR"
"273",1508051017182311,1508051022469291,"1508051026336517","PHRE9",0,0,0,0,0,"2","TR02","TR"
"274",1508051017182311,1508051022469291,"1508051026336517","ACHY",4,0,4,0.08,8,"2","TR02","TR"
"275",1508051017182311,1508051022469291,"1508051026336517","SCLI",4,0,4,0.08,8,"2","TR02","TR"
"276",1508051017182311,1508051022469291,"1508051026336517","AGCR",0,0,0,0,0,"2","TR02","TR"
"277",1508051017182311,1508051022469291,"1508051026336517","PIDE4",0,0,0,0,0,"2","TR02","TR"
"278",1508051017182311,1508051022469291,"1508051026338261","TOAN",0,0,0,0,0,"1","TR02","TR"
"279",1508051017182311,1508051022469291,"1508051026338261","HYFI",0,0,0,0,0,"1","TR02","TR"
"280",1508051017182311,1508051022469291,"1508051026338261","WL",0,0,0,0,0,"1","TR02","TR"
"281",1508051017182311,1508051022469291,"1508051026338261","UNKSEEDLING",0,0,0,0,0,"1","TR02","TR"
"282",1508051017182311,1508051022469291,"1508051026338261","ASTRA",0,0,0,0,0,"1","TR02","TR"
"283",1508051017182311,1508051022469291,"1508051026338261","None",7,0,7,0.14,14,"1","TR02","TR"
"284",1508051017182311,1508051022469291,"1508051026338261","IPPU4",0,0,0,0,0,"1","TR02","TR"
"285",1508051017182311,1508051022469291,"1508051026338261","SAUU3",0,0,0,0,0,"1","TR02","TR"
"286",1508051017182311,1508051022469291,"1508051026338261","ERCI6",0,0,0,0,0,"1","TR02","TR"
"287",1508051017182311,1508051022469291,"1508051026338261","CHER2",0,0,0,0,0,"1","TR02","TR"
"288",1508051017182311,1508051022469291,"1508051026338261","ERPU9",0,0,0,0,0,"1","TR02","TR"
"289",1508051017182311,1508051022469291,"1508051026338261","ERCO27",0,0,0,0,0,"1","TR02","TR"
"290",1508051017182311,1508051022469291,"1508051026338261","ORFA",0,0,0,0,0,"1","TR02","TR"
"291",1508051017182311,1508051022469291,"1508051026338261","ERIGE2",0,0,0,0,0,"1","TR02","TR"
"292",1508051017182311,1508051022469291,"1508051026338261","ERNA10",0,0,0,0,0,"1","TR02","TR"
"293",1508051017182311,1508051022469291,"1508051026338261","DRCU",0,0,0,0,0,"1","TR02","TR"
"294",1508051017182311,1508051022469291,"1508051026338261","IPRO",0,0,0,0,0,"1","TR02","TR"
"295",1508051017182311,1508051022469291,"1508051026338261","PHLO2",0,0,0,0,0,"1","TR02","TR"
"296",1508051017182311,1508051022469291,"1508051026338261","ERLE10",0,0,0,0,0,"1","TR02","TR"
"297",1508051017182311,1508051022469291,"1508051026338261","PHHOC",0,0,0,0,0,"1","TR02","TR"
"298",1508051017182311,1508051022469291,"1508051026338261","DEPI",0,0,0,0,0,"1","TR02","TR"
"299",1508051017182311,1508051022469291,"1508051026338261","S",0,0,0,0,0,"1","TR02","TR"
"300",1508051017182311,1508051022469291,"1508051026338261","AGCR",0,0,0,0,0,"1","TR02","TR"
"301",1508051017182311,1508051022469291,"1508051026338261","PLJA",0,0,0,0,0,"1","TR02","TR"
"302",1508051017182311,1508051022469291,"1508051026338261","ARFR4",0,0,0,0,0,"1","TR02","TR"
"303",1508051017182311,1508051022469291,"1508051026338261","GUSA2",0,0,0,0,0,"1","TR02","TR"
"304",1508051017182311,1508051022469291,"1508051026338261","ARNO4",0,0,0,0,0,"1","TR02","TR"
"305",1508051017182311,1508051022469291,"1508051026338261","ERIGERON SP.",0,0,0,0,0,"1","TR02","TR"
"306",1508051017182311,1508051022469291,"1508051026338261","PLPA2",0,0,0,0,0,"1","TR02","TR"
"307",1508051017182311,1508051022469291,"1508051026338261","ASAM5",0,0,0,0,0,"1","TR02","TR"
"308",1508051017182311,1508051100345780,"1508051100403159","SCLI",0,0,0,0,0,"2","TR01","TR"
"309",1508051017182311,1508051100345780,"1508051100403159","ATCO",0,0,0,0,0,"2","TR01","TR"
"310",1508051017182311,1508051100345780,"1508051100403159","SATR12",0,0,0,0,0,"2","TR01","TR"
"311",1508051017182311,1508051100345780,"1508051100403159","ASTRA2",0,0,0,0,0,"2","TR01","TR"
"312",1508051017182311,1508051100345780,"1508051100403159","ATCA2",0,0,0,0,0,"2","TR01","TR"
"313",1508051017182311,1508051100345780,"1508051100403159","BOGR2",0,0,0,0,0,"2","TR01","TR"
"314",1508051017182311,1508051100345780,"1508051100403159","BRTE",0,0,0,0,0,"2","TR01","TR"
"315",1508051017182311,1508051100345780,"1508051100403159","SPCO",3,0,3,0.06,6,"2","TR01","TR"
"316",1508051017182311,1508051100345780,"1508051100403159","UNKSEEDLING",0,0,0,0,0,"2","TR01","TR"
"317",1508051017182311,1508051022469291,"1508051026334660","ERCI6",0,0,0,0,0,"3","TR02","TR"
"318",1508051017182311,1508051022469291,"1508051026334660","ADLE",0,0,0,0,0,"3","TR02","TR"
"319",1508051017182311,1508051022469291,"1508051026334660","SATR12",0,0,0,0,0,"3","TR02","TR"
"320",1508051017182311,1508051022469291,"1508051026334660","ELEL5",3,0,3,0.06,6,"3","TR02","TR"
"321",1508051017182311,1508051022469291,"1508051026334660","AGCR",0,0,0,0,0,"3","TR02","TR"
"322",1508051017182311,1508051022469291,"1508051026334660","PHAU3",0,0,0,0,0,"3","TR02","TR"
"323",1508051017182311,1508051022469291,"1508051026334660","ERCO27",0,0,0,0,0,"3","TR02","TR"
"324",1508051017182311,1508051022469291,"1508051026334660","ERIGE2",0,0,0,0,0,"3","TR02","TR"
"325",1508051017182311,1508051022469291,"1508051026334660","PHRE9",0,0,0,0,0,"3","TR02","TR"
"326",1508051017182311,1508051022469291,"1508051026334660","ERIGERON SP.",0,0,0,0,0,"3","TR02","TR"
"327",1508051017182311,1508051022469291,"1508051026334660","PIDE4",0,0,0,0,0,"3","TR02","TR"
"328",1508051017182311,1508051022469291,"1508051026334660","ERLE10",0,0,0,0,0,"3","TR02","TR"
"329",1508051017182311,1508051022469291,"1508051026334660","SPCR",0,0,0,0,0,"3","TR02","TR"
"330",1508051017182311,1508051022469291,"1508051026334660","ARNO4",0,0,0,0,0,"3","TR02","TR"
"331",1508051017182311,1508051022469291,"1508051026334660","ASTRA",0,0,0,0,0,"3","TR02","TR"
"332",1508051017182311,1508051022469291,"1508051026334660","ACHY",15,0,15,0.3,30,"3","TR02","TR"
"333",1508051017182311,1508051022469291,"1508051026334660","ARTR2",5,0,5,0.1,10,"3","TR02","TR"
"334",1508051017182311,1508051022469291,"1508051026334660","ARPU9",0,0,0,0,0,"3","TR02","TR"
"335",1508051017182311,1508051022469291,"1508051026334660","ARFR4",1,0,1,0.02,2,"3","TR02","TR"
"336",1508051017182311,1508051022469291,"1508051026334660","PLJA",0,0,0,0,0,"3","TR02","TR"
"337",1508051017182311,1508051022469291,"1508051026334660","HYFI",0,0,0,0,0,"3","TR02","TR"
"338",1508051017182311,1508051022469291,"1508051026334660","PLPA2",0,0,0,0,0,"3","TR02","TR"
"339",1508051017182311,1508051022469291,"1508051026334660","GUSA2",1,0,1,0.02,2,"3","TR02","TR"
"340",1508051017182311,1508051022469291,"1508051026334660","SPCO",4,0,4,0.08,8,"3","TR02","TR"
"341",1508051017182311,1508051100345780,"1508051100403225","LARE",0,0,0,0,0,"1","TR01","TR"
"342",1508051017182311,1508051100345780,"1508051100403225","SATR12",0,0,0,0,0,"1","TR01","TR"
"343",1508051017182311,1508051100345780,"150805110040703","PLJA",0,0,0,0,0,"3","TR01","TR"
"344",1508051017182311,1508051100345780,"150805110040703","PHAU3",0,0,0,0,0,"3","TR01","TR"
"345",1508051017182311,1508051100345780,"150805110040703","LAOC3",0,0,0,0,0,"3","TR01","TR"
"346",1508051017182311,1508051100345780,"150805110040703","PHLO2",0,0,0,0,0,"3","TR01","TR"
